country,sex,year,total_employment_000
bol,f,1987,429.79998779296875
bol,mf,1988,1769.4000244140625
bol,m,1988,1318.199951171875
bol,f,1988,451.20001220703125
bol,mf,1989,857.6699829101562
bol,m,1989,494.1400146484375
bol,f,1989,363.5299987792969
bol,mf,1990,921.3400268554688
bol,m,1990,543.5499877929688
bol,f,1990,377.7900085449219
bol,mf,1991,987.969970703125
bol,m,1991,576.47998046875
bol,f,1991,411.489990234375
bol,mf,1992,1015.719970703125
bol,m,1992,596.0499877929688
bol,f,1992,420.17999267578125
bol,mf,1993,1090.969970703125
bol,m,1993,617.5700073242188
bol,f,1993,473.4200134277344
bol,mf,1994,1195.3699951171875
bol,m,1994,675.719970703125
bol,f,1994,519.6300048828125
bol,mf,1995,1256.5999755859375
bol,m,1995,707.0399780273438
bol,f,1995,548.530029296875
bol,mf,1996,1848.530029296875
bol,m,1996,1006.9099731445312
bol,f,1996,841.6199951171875
bol,mf,1997,1877.530029296875
bol,m,1997,1065.550048828125
bol,f,1997,811.97998046875
bol,mf,1999,3326.712890625
bol,m,1999,1845.552978515625
bol,f,1999,1481.1600341796875
bol,mf,2000,3398.01806640625
bol,m,2000,1905.27197265625
bol,f,2000,1492.7459716796875
bol,mf,2001,3529.509033203125
bol,m,2001,1932.373046875
bol,f,2001,1597.135986328125
bol,mf,2002,3528.220947265625
bol,m,2002,1993.0589599609375
bol,f,2002,1535.1619873046875
bol,mf,2003,4194.77880859375
bol,m,2003,2283.0419921875
bol,f,2003,1911.737060546875
bol,mf,2004,4194.7998046875
bol,m,2004,2283.0
bol,f,2004,1911.699951171875
bol,mf,2005,4257.2001953125
bol,m,2005,2356.0
bol,f,2005,1901.0999755859375
bol,mf,2006,4550.2998046875
bol,m,2006,2505.60009765625
bol,f,2006,2044.699951171875
bol,mf,2007,4672.39990234375
bol,m,2007,2577.0
bol,f,2007,2095.39990234375
bol,mf,2008,4918.876953125
bol,m,2008,2691.929931640625
bol,f,2008,2226.947021484375
bol,mf,2009,5011.13720703125
bwa,mf,1985,274.85198974609375
bwa,m,1985,139.40899658203125
bwa,f,1985,135.44400024414062
bwa,mf,1996,345.4049987792969
bwa,m,1996,189.30099487304688
bwa,f,1996,156.10400390625
bwa,mf,1998,441.18701171875
bwa,m,1998,248.9010009765625
bwa,f,1998,192.21299743652344
bwa,mf,2000,483.4320068359375
bwa,m,2000,269.4259948730469
bwa,f,2000,214.00599670410156
bwa,mf,2001,449.2349853515625
bwa,m,2001,265.3810119628906
bwa,f,2001,183.85299682617188
bwa,mf,2003,462.3659973144531
bwa,m,2003,245.40699768066406
bwa,f,2003,216.95899963378906
bwa,mf,2006,539.2000122070312
bwa,m,2006,281.79998779296875
bwa,f,2006,257.3999938964844
bwa,mf,2010,579.4290161132812
bwa,m,2010,313.9939880371094
bwa,f,2010,265.4339904785156
bra,mf,1981,45465.0
bra,m,1981,31266.0
bra,f,1981,14199.0
bra,mf,1982,47926.0
bra,m,1982,32489.0
bra,f,1982,15437.0
bra,mf,1983,48466.0
bra,m,1983,32460.0
bra,f,1983,16006.0
bra,mf,1984,50209.0
bra,m,1984,33648.0
bra,f,1984,16561.0
bra,mf,1985,53761.0
bra,m,1985,35820.0
bra,f,1985,17940.0
bra,mf,1986,55436.0
bra,m,1986,36742.0
bra,f,1986,18694.0
bra,mf,1987,57410.0
bra,m,1987,37559.0
bra,f,1987,19851.0
bra,mf,1988,58729.0
bra,m,1988,38222.0
bra,f,1988,20507.0
bra,mf,1989,60622.0
bra,m,1989,39279.0
bra,f,1989,21343.0
bra,mf,1990,62100.0
bra,m,1990,40018.0
bra,f,1990,22083.0
bra,mf,1992,65395.0
bra,m,1992,40028.0
bra,f,1992,25367.0
bra,mf,1993,66570.0
bra,m,1993,40585.0
bra,f,1993,25985.0
bra,mf,1995,69629.0
bra,m,1995,41864.0
bra,f,1995,27765.0
bra,mf,1996,67920.0
bra,m,1996,41244.0
bra,f,1996,26677.0
bra,mf,1997,69332.0
bra,m,1997,41978.0
bra,f,1997,27354.0
bra,mf,1998,69963.0
bra,m,1998,42312.0
bra,f,1998,27650.0
bra,mf,1999,71676.0
bra,m,1999,42813.0
bra,f,1999,28864.0
bra,mf,2000,65629.890625
bra,m,2000,40860.1015625
bra,f,2000,24769.80078125
bra,mf,2001,75458.0
bra,m,2001,44748.0
bra,f,2001,30711.0
bra,mf,2002,78959.0
bra,m,2002,46334.0
bra,f,2002,32625.0
bra,mf,2003,80163.0
bra,m,2003,46935.0
bra,f,2003,33228.0
bra,mf,2004,84596.0
bra,m,2004,49242.0
bra,f,2004,35354.0
bra,mf,2005,87189.0
bra,m,2005,50494.0
bra,f,2005,36696.0
bra,mf,2006,89318.0
bra,m,2006,51400.0
bra,f,2006,37918.0
bra,mf,2007,90786.0
bra,m,2007,52363.0
bra,f,2007,38423.0
bra,mf,2008,92394.59375
bra,m,2008,53192.73828125
bra,f,2008,39201.83984375
bra,mf,2009,92689.25
bra,m,2009,53196.48046875
bra,f,2009,39492.78125
bra,mf,2010,22019.419921875
bra,mf,2011,93493.0703125
bra,m,2011,54077.578125
bra,f,2011,39415.48828125
bra,mf,2012,94712.8828125
bra,m,2012,54597.4296875
bra,f,2012,40115.44921875
bra,mf,2013,96659.3828125
bra,m,2013,55547.890625
bra,f,2013,41111.48828125
bra,mf,2014,23086.830078125
vgb,mf,1991,8.5600004196167
vgb,m,1991,4.849999904632568
vgb,f,1991,3.7100000381469727
vgb,mf,2009,18.719999313354492
vgb,mf,2010,18.472999572753906
brn,mf,1991,106.74600219726562
brn,m,1991,72.33799743652344
brn,f,1991,34.40800094604492
brn,mf,2001,146.25399780273438
brn,m,2001,85.81999969482422
brn,f,2001,60.433998107910156
brn,mf,2014,189.5
brn,m,2014,108.5
brn,f,2014,81.0
bgr,mf,1980,4363.89990234375
bgr,mf,1981,4417.5
bgr,mf,1982,4452.39990234375
bgr,mf,1983,4466.2998046875
bgr,mf,1984,4459.5
bgr,mf,1985,4459.5
bgr,mf,1986,4473.2998046875
bgr,mf,1987,4486.89990234375
bgr,mf,1988,4467.7998046875
bgr,mf,1989,4365.0
bgr,mf,1990,4096.7998046875
bgr,mf,1991,3564.0
bgr,mf,1992,3273.699951171875
bgr,mf,1993,3221.800048828125
bgr,mf,1994,3241.60009765625
bgr,mf,1995,3282.199951171875
bgr,mf,1996,3279.5
bgr,mf,2000,2834.199951171875
bgr,m,2000,1506.4000244140625
bgr,f,2000,1327.800048828125
bgr,mf,2001,2723.10009765625
bgr,m,2001,1419.0
bgr,f,2001,1304.0999755859375
bgr,mf,2002,2760.300048828125
bgr,m,2002,1441.9000244140625
bgr,f,2002,1318.4000244140625
bgr,mf,2003,2818.699951171875
bgr,m,2003,1486.0
bgr,f,2003,1332.699951171875
bgr,mf,2004,2922.0
bgr,m,2004,1542.0999755859375
bgr,f,2004,1379.9000244140625
bgr,mf,2005,2947.0
bgr,m,2005,1568.5999755859375
bgr,f,2005,1378.4000244140625
bgr,mf,2006,3071.699951171875
bgr,m,2006,1626.0999755859375
bgr,f,2006,1445.5999755859375
bgr,mf,2007,3208.800048828125
bgr,m,2007,1700.5
bgr,f,2007,1508.199951171875
bgr,mf,2008,3306.199951171875
bgr,m,2008,1755.5
bgr,f,2008,1550.800048828125
bgr,mf,2009,3204.800048828125
bgr,m,2009,1698.699951171875
bgr,f,2009,1506.0999755859375
bgr,mf,2010,3010.39990234375
bgr,m,2010,1579.199951171875
bgr,f,2010,1431.199951171875
bgr,mf,2011,2927.5
bgr,m,2011,1541.0999755859375
bgr,f,2011,1386.4000244140625
bgr,mf,2012,2894.89990234375
bgr,m,2012,1517.199951171875
bgr,f,2012,1377.699951171875
bgr,mf,2013,2889.39990234375
bgr,m,2013,1518.0
bgr,f,2013,1371.5
bgr,mf,2014,2927.39990234375
bgr,m,2014,1543.300048828125
bgr,f,2014,1384.0999755859375
bfa,mf,1994,4651.31884765625
bfa,mf,2003,5072.81787109375
bfa,m,2003,2528.98193359375
bfa,f,2003,2543.8359375
bfa,mf,2006,5035.89111328125
bfa,m,2006,2716.43798828125
bfa,f,2006,2319.452880859375
bfa,mf,2007,5242.4951171875
bdi,mf,1998,2609.235107421875
bdi,m,1998,1157.968994140625
bdi,f,1998,1451.2659912109375
khm,mf,1998,4845.76220703125
khm,m,1998,2360.10693359375
khm,f,1998,2485.655029296875
khm,mf,2000,5275.1767578125
khm,m,2000,2538.012939453125
khm,f,2000,2737.1640625
khm,mf,2001,6243.330078125
khm,m,2001,3017.132080078125
khm,f,2001,3226.197998046875
khm,mf,2004,6518.1259765625
khm,m,2004,3245.51806640625
khm,f,2004,3272.60888671875
khm,mf,2008,6959.3798828125
khm,m,2008,3403.7470703125
khm,f,2008,3555.633056640625
khm,mf,2010,7674.93310546875
khm,m,2010,3805.762939453125
khm,f,2010,3869.169921875
cmr,mf,1986,3813.25
cmr,mf,2001,5174.73681640625
cmr,m,2001,2500.169921875
cmr,f,2001,2674.56591796875
can,mf,1980,10708.0
can,m,1980,6459.0
can,f,1980,4249.0
can,mf,1981,11001.0
can,m,1981,6556.0
can,f,1981,4445.0
can,mf,1982,10618.0
can,m,1982,6236.0
can,f,1982,4382.0
can,mf,1983,10675.0
can,m,1983,6203.0
can,f,1983,4472.0
can,mf,1984,10932.0
can,m,1984,6308.0
can,f,1984,4624.0
can,mf,1985,11221.0
can,m,1985,6428.0
can,f,1985,4794.0
can,mf,1986,11531.0
can,m,1986,6567.0
can,f,1986,4964.0
can,mf,1987,12333.0
can,m,1987,7025.2998046875
can,f,1987,5307.7001953125
can,mf,1988,12709.599609375
can,m,1988,7178.2001953125
can,f,1988,5531.39990234375
can,mf,1989,12996.2001953125
can,m,1989,7292.0
can,f,1989,5704.2001953125
can,mf,1990,13086.400390625
can,m,1990,7277.2001953125
can,f,1990,5809.2001953125
can,mf,1991,12857.400390625
can,m,1991,7066.89990234375
can,f,1991,5790.5
can,mf,1992,12730.900390625
can,m,1992,6960.7998046875
can,f,1992,5770.10009765625
can,mf,1993,12792.7001953125
can,m,1993,6994.0
can,f,1993,5798.7001953125
can,mf,1994,13058.7001953125
can,m,1994,7141.89990234375
can,f,1994,5916.89990234375
can,mf,1995,13295.400390625
can,m,1995,7260.7998046875
can,f,1995,6034.60009765625
can,mf,1996,13420.099609375
can,m,1996,7319.10009765625
can,f,1996,6101.0
can,mf,1997,13708.2001953125
can,m,1997,7474.0
can,f,1997,6234.2001953125
can,mf,1998,14047.0
can,m,1998,7616.7001953125
can,f,1998,6430.2998046875
can,mf,1999,14402.0
can,m,1999,7791.7001953125
can,f,1999,6610.2001953125
can,mf,2000,14760.099609375
can,m,2000,7971.0
can,f,2000,6789.10009765625
can,mf,2001,14932.2998046875
can,m,2001,8025.2998046875
can,f,2001,6907.0
can,mf,2002,15291.2998046875
can,m,2002,8173.7998046875
can,f,2002,7117.5
can,mf,2003,15660.7998046875
can,m,2003,8340.900390625
can,f,2003,7319.89990234375
can,mf,2004,15915.0
can,m,2004,8463.2998046875
can,f,2004,7451.7001953125
can,mf,2005,16123.5
can,m,2005,8578.900390625
can,f,2005,7544.60009765625
can,mf,2006,16396.0
can,m,2006,8687.400390625
can,f,2006,7708.60009765625
can,mf,2007,16769.30078125
can,m,2007,8839.099609375
can,f,2007,7930.2001953125
can,mf,2008,17010.19921875
can,m,2008,8965.2001953125
can,f,2008,8045.0
can,mf,2009,16727.599609375
can,m,2009,8703.400390625
can,f,2009,8024.2001953125
can,mf,2010,16964.30078125
can,m,2010,8851.5
can,f,2010,8112.7001953125
can,mf,2011,17221.0
can,m,2011,9022.5
can,f,2011,8198.5
can,mf,2012,17438.0
can,m,2012,9122.7998046875
can,f,2012,8315.099609375
can,mf,2013,17691.099609375
can,m,2013,9246.2998046875
can,f,2013,8444.7998046875
can,mf,2014,17802.19921875
can,m,2014,9328.0
can,f,2014,8474.2001953125
cym,mf,1991,15.760000228881836
cym,m,1991,8.199999809265137
cym,f,1991,7.559999942779541
cym,mf,2005,35.4640007019043
cym,m,2005,18.628000259399414
cym,f,2005,16.836000442504883
cym,mf,2006,35.01599884033203
cym,m,2006,18.408000946044922
cym,f,2006,16.607999801635742
cym,mf,2007,35.08100128173828
cym,m,2007,18.30500030517578
cym,f,2007,16.775999069213867
cym,mf,2008,37.45000076293945
cym,m,2008,19.354999542236328
cym,f,2008,18.0939998626709
cym,mf,2009,33.91999816894531
cym,m,2009,17.114999771118164
cym,f,2009,16.802000045776367
cym,mf,2010,34.2140007019043
cym,m,2010,17.445999145507812
cym,f,2010,16.76799964904785
cym,mf,2011,33.59600067138672
cym,m,2011,16.60300064086914
cym,f,2011,16.993999481201172
cym,mf,2012,36.4010009765625
cym,m,2012,18.05900001525879
cym,f,2012,18.341999053955078
cym,mf,2013,36.06999969482422
cym,m,2013,18.042999267578125
cym,f,2013,18.027000427246094
tcd,mf,1993,2152.3369140625
tcd,m,1993,1111.4019775390625
tcd,f,1993,1040.93505859375
chl,mf,1980,3256.300048828125
chl,m,1980,2297.89990234375
chl,f,1980,959.2999877929688
chl,mf,1981,3271.0
chl,m,1981,2315.39990234375
chl,f,1981,955.5
chl,mf,1982,2943.199951171875
chl,m,1982,2047.800048828125
chl,f,1982,895.4000244140625
chl,mf,1983,3215.800048828125
chl,m,1983,2226.60009765625
chl,f,1983,989.2000122070312
chl,mf,1984,3349.300048828125
chl,m,1984,2343.39990234375
chl,f,1984,1005.9000244140625
chl,mf,1985,3720.60009765625
chl,m,1985,2620.89990234375
chl,f,1985,1099.699951171875
chl,mf,1986,3895.699951171875
chl,m,1986,2739.0
chl,f,1986,1156.699951171875
chl,mf,1987,4010.60009765625
chl,m,1987,2826.199951171875
chl,f,1987,1184.4000244140625
chl,mf,1988,4266.2001953125
chl,m,1988,2979.699951171875
chl,f,1988,1286.4000244140625
chl,mf,1989,4424.89990234375
chl,m,1989,3073.800048828125
chl,f,1989,1351.0999755859375
chl,mf,1990,4459.5
chl,m,1990,3075.5
chl,f,1990,1383.9000244140625
chl,mf,1991,4540.39990234375
chl,m,1991,3154.300048828125
chl,f,1991,1386.0999755859375
chl,mf,1992,4773.2998046875
chl,m,1992,3261.199951171875
chl,f,1992,1512.199951171875
chl,mf,1993,4985.7001953125
chl,m,1993,3375.199951171875
chl,f,1993,1610.5
chl,mf,1994,4988.2998046875
chl,m,1994,3373.5
chl,f,1994,1614.800048828125
chl,mf,1995,5025.7998046875
chl,m,1995,3406.10009765625
chl,f,1995,1619.699951171875
chl,mf,1996,5298.7001953125
chl,m,1996,3609.0
chl,f,1996,1689.699951171875
chl,mf,1997,5380.2001953125
chl,m,1997,3631.699951171875
chl,f,1997,1748.5
chl,mf,1998,5432.39990234375
chl,m,1998,3624.800048828125
chl,f,1998,1807.5999755859375
chl,mf,1999,5404.5
chl,m,1999,3603.60009765625
chl,f,1999,1800.9000244140625
chl,mf,2000,5381.5
chl,m,2000,3600.5
chl,f,2000,1781.0
chl,mf,2001,5479.39990234375
chl,m,2001,3663.699951171875
chl,f,2001,1815.800048828125
chl,mf,2002,5531.2998046875
chl,m,2002,3697.0
chl,f,2002,1834.300048828125
chl,mf,2003,5675.10009765625
chl,m,2003,3749.699951171875
chl,f,2003,1925.4000244140625
chl,mf,2004,5946.43310546875
chl,mf,2005,6170.3369140625
chl,mf,2006,6271.85595703125
chl,mf,2007,6448.85986328125
chl,mf,2008,6641.42578125
chl,mf,2009,6592.5869140625
chl,mf,2010,7353.833984375
chl,m,2010,4457.48583984375
chl,f,2010,2896.346923828125
chl,mf,2011,7564.34716796875
chl,m,2011,4534.328125
chl,f,2011,3030.01904296875
chl,mf,2012,7699.43115234375
chl,m,2012,4603.240234375
chl,f,2012,3096.18798828125
chl,mf,2013,7904.0478515625
chl,m,2013,4692.6767578125
chl,f,2013,3211.37109375
chn,mf,1987,527830.0
chn,mf,1988,543340.0
chn,mf,1989,563290.0
chn,mf,1990,639090.0
chn,mf,1991,647990.0
chn,mf,1992,655540.0
chn,mf,1993,668080.0
chn,mf,1994,674550.0
chn,mf,1995,680650.0
chn,mf,1996,689500.0
chn,mf,1997,698200.0
chn,mf,1998,706370.0
chn,mf,1999,713940.0
chn,mf,2000,720850.0
chn,mf,2001,730250.0
chn,mf,2002,737400.0
chn,mf,2003,109697.0
chn,m,2003,68136.0
chn,f,2003,41561.0
chn,mf,2004,110989.0
chn,m,2004,68716.0
chn,f,2004,42273.0
chn,mf,2005,114040.0
chn,m,2005,70794.0
chn,f,2005,43246.0
chn,mf,2006,117132.0
chn,m,2006,72675.0
chn,f,2006,44457.0
chn,mf,2007,120244.0
chn,m,2007,74841.0
chn,f,2007,45403.0
chn,mf,2008,121925.203125
chn,mf,2009,125730.0
chn,mf,2010,130515.0
chn,mf,2011,144133.0
col,mf,1980,3202.199951171875
col,m,1980,1977.5999755859375
col,f,1980,1224.5999755859375
col,mf,1985,3099.89990234375
col,m,1985,1916.5
col,f,1985,1183.4000244140625
col,mf,1986,3247.60009765625
col,m,1986,1983.5999755859375
col,f,1986,1264.0
col,mf,1987,3442.60009765625
col,m,1987,2073.5
col,f,1987,1370.0999755859375
col,mf,1988,3572.199951171875
col,m,1988,2141.89990234375
col,f,1988,1430.300048828125
col,mf,1989,3668.300048828125
col,m,1989,2199.800048828125
col,f,1989,1468.5999755859375
col,mf,1990,4324.7001953125
col,m,1990,2625.39990234375
col,f,1990,1699.300048828125
col,mf,1991,4857.2998046875
col,m,1991,2865.0
col,f,1991,1992.300048828125
col,mf,1992,5004.89990234375
col,m,1992,2912.800048828125
col,f,1992,2092.10009765625
col,mf,1993,5288.0
col,m,1993,3081.199951171875
col,f,1993,2206.800048828125
col,mf,1994,5384.10009765625
col,m,1994,3180.10009765625
col,f,1994,2204.0
col,mf,1995,5464.89990234375
col,m,1995,3180.300048828125
col,f,1995,2284.60009765625
col,mf,1996,5415.5
col,m,1996,3169.199951171875
col,f,1996,2246.39990234375
col,mf,1997,5657.39990234375
col,m,1997,3247.39990234375
col,f,1997,2410.0
col,mf,1998,5654.89990234375
col,m,1998,3194.60009765625
col,f,1998,2460.300048828125
col,mf,1999,5640.60009765625
col,m,1999,3121.800048828125
col,f,1999,2518.800048828125
col,mf,2000,5909.7001953125
col,m,2000,3237.300048828125
col,f,2000,2672.39990234375
col,mf,2001,15776.7998046875
col,m,2001,9692.2587890625
col,f,2001,6084.5390625
col,mf,2002,15844.2998046875
col,m,2002,9689.2001953125
col,f,2002,6155.10009765625
col,mf,2003,16650.099609375
col,m,2003,10106.599609375
col,f,2003,6543.5
col,mf,2004,16704.0
col,m,2004,10196.7998046875
col,f,2004,6507.2001953125
col,mf,2005,17154.900390625
col,m,2005,10491.2998046875
col,f,2005,6663.60009765625
col,mf,2006,16894.6796875
col,m,2006,10361.849609375
col,f,2006,6532.8291015625
col,mf,2007,17076.5
col,m,2007,10399.900390625
col,f,2007,6676.5
col,mf,2008,17425.69921875
col,m,2008,10611.0
col,f,2008,6814.7001953125
col,mf,2009,18427.390625
col,m,2009,11093.5
col,f,2009,7333.89404296875
col,mf,2010,19215.2109375
col,m,2010,11451.8603515625
col,f,2010,7763.34814453125
col,mf,2011,20019.509765625
col,m,2011,11875.490234375
col,f,2011,8144.01708984375
col,mf,2012,20696.419921875
col,m,2012,12149.2099609375
col,f,2012,8547.2099609375
col,mf,2013,21048.189453125
col,m,2013,12305.8896484375
col,f,2013,8742.30078125
col,mf,2014,21503.3203125
col,m,2014,12541.3798828125
col,f,2014,8961.943359375
cog,mf,2005,1190.64794921875
cog,m,2005,580.7730102539062
cog,f,2005,609.875
cok,mf,2011,6.938000202178955
cok,m,2011,3.7079999446868896
cok,f,2011,3.2300000190734863
cri,mf,1980,724.7000122070312
cri,m,1980,548.2999877929688
cri,f,1980,176.39999389648438
cri,mf,1981,726.2000122070312
cri,m,1981,537.5999755859375
cri,f,1981,188.60000610351562
cri,mf,1982,759.9000244140625
cri,m,1982,565.5
cri,f,1982,194.39999389648438
cri,mf,1983,767.5999755859375
cri,m,1983,573.5
cri,f,1983,194.10000610351562
cri,mf,1984,818.7000122070312
cri,m,1984,605.2999877929688
cri,f,1984,234.39999389648438
cri,mf,1985,826.7000122070312
cri,m,1985,613.2999877929688
cri,f,1985,213.39999389648438
cri,mf,1986,854.2000122070312
cri,m,1986,632.5
cri,f,1986,221.6999969482422
cri,mf,1987,923.2999877929688
cri,m,1987,674.7999877929688
cri,f,1987,248.5
cri,mf,1988,951.2000122070312
cri,m,1988,687.4000244140625
cri,f,1988,263.79998779296875
cri,mf,1989,987.0
cri,m,1989,710.2000122070312
cri,f,1989,276.79998779296875
cri,mf,1990,1017.2000122070312
cri,m,1990,730.9000244140625
cri,f,1990,286.20001220703125
cri,mf,1991,1006.5999755859375
cri,m,1991,711.4000244140625
cri,f,1991,295.20001220703125
cri,mf,1992,1043.0
cri,m,1992,735.7000122070312
cri,f,1992,307.29998779296875
cri,mf,1993,1096.4000244140625
cri,m,1993,772.5
cri,f,1993,324.0
cri,mf,1994,1137.5999755859375
cri,m,1994,801.2000122070312
cri,f,1994,336.3999938964844
cri,mf,1995,1168.0999755859375
cri,m,1995,817.2000122070312
cri,f,1995,350.8999938964844
cri,mf,1996,1145.0
cri,m,1996,808.0999755859375
cri,f,1996,336.8999938964844
cri,mf,1997,1227.300048828125
cri,m,1997,849.2000122070312
cri,f,1997,378.1000061035156
cri,mf,1998,1300.0
cri,m,1998,887.5
cri,f,1998,412.5
cri,mf,1999,1300.0999755859375
cri,m,1999,879.5999755859375
cri,f,1999,420.5
cri,mf,2000,1318.5999755859375
cri,m,2000,902.5
cri,f,2000,416.1000061035156
cri,mf,2001,1552.9000244140625
cri,m,2001,1013.0
cri,f,2001,539.9000244140625
cri,mf,2002,1586.5
cri,m,2002,1037.5
cri,f,2002,549.0
cri,mf,2003,1640.4000244140625
cri,m,2003,1069.0
cri,f,2003,571.4000244140625
cri,mf,2004,1653.9000244140625
cri,m,2004,1093.5999755859375
cri,f,2004,560.2999877929688
cri,mf,2005,1776.9000244140625
cri,m,2005,1153.9000244140625
cri,f,2005,623.0
cri,mf,2006,1829.9000244140625
cri,m,2006,1172.5999755859375
cri,f,2006,657.2999877929688
cri,mf,2007,1925.699951171875
cri,m,2007,1222.5999755859375
cri,f,2007,703.0999755859375
cri,mf,2008,1957.699951171875
cri,m,2008,1229.5
cri,f,2008,728.2000122070312
cri,mf,2009,1955.5069580078125
cri,m,2009,1228.5989990234375
cri,f,2009,726.9080200195312
cri,mf,2010,1902.1639404296875
cri,m,2010,1193.35498046875
cri,f,2010,708.8090209960938
cri,mf,2011,1989.530029296875
cri,m,2011,1234.635009765625
cri,f,2011,754.89501953125
cri,mf,2012,2012.2550048828125
cri,m,2012,1252.302001953125
cri,f,2012,759.9530029296875
cri,mf,2013,2022.470947265625
cri,m,2013,1245.677978515625
cri,f,2013,776.7930297851562
hrv,mf,1996,1540.300048828125
hrv,m,1996,838.4000244140625
hrv,f,1996,701.9000244140625
hrv,mf,1997,1593.0
hrv,m,1997,863.5999755859375
hrv,f,1997,729.4000244140625
hrv,mf,1998,1543.800048828125
hrv,m,1998,832.2000122070312
hrv,f,1998,711.5999755859375
hrv,mf,1999,1491.5999755859375
hrv,m,1999,802.2000122070312
hrv,f,1999,689.5
hrv,mf,2000,1553.0
hrv,m,2000,848.7000122070312
hrv,f,2000,704.2999877929688
hrv,mf,2001,1469.5
hrv,m,2001,818.9000244140625
hrv,f,2001,650.5999755859375
hrv,mf,2002,1472.9000244140625
hrv,m,2002,820.2999877929688
hrv,f,2002,652.5999755859375
hrv,mf,2003,1484.0999755859375
hrv,m,2003,830.2999877929688
hrv,f,2003,653.7999877929688
hrv,mf,2004,1521.5999755859375
hrv,m,2004,848.2000122070312
hrv,f,2004,673.4000244140625
hrv,mf,2005,1511.5
hrv,m,2005,835.2000122070312
hrv,f,2005,676.2000122070312
hrv,mf,2006,1525.9000244140625
hrv,m,2006,838.5999755859375
hrv,f,2006,687.2999877929688
hrv,mf,2007,1693.699951171875
hrv,m,2007,950.5
hrv,f,2007,743.2000122070312
hrv,mf,2008,1725.0
hrv,m,2008,966.2999877929688
hrv,f,2008,758.5999755859375
hrv,mf,2009,1708.199951171875
hrv,m,2009,936.5
hrv,f,2009,771.7000122070312
hrv,mf,2010,1648.699951171875
hrv,m,2010,899.2999877929688
hrv,f,2010,749.4000244140625
hrv,mf,2011,1583.800048828125
hrv,m,2011,872.4000244140625
hrv,f,2011,711.2999877929688
hrv,mf,2012,1528.0999755859375
hrv,m,2012,835.2000122070312
hrv,f,2012,693.0
hrv,mf,2013,1493.5999755859375
hrv,m,2013,803.4000244140625
hrv,f,2013,690.2000122070312
hrv,mf,2014,1541.800048828125
hrv,m,2014,835.9000244140625
hrv,f,2014,705.9000244140625
cub,mf,1991,3888.199951171875
cub,mf,1992,3826.39990234375
cub,mf,1993,3815.10009765625
cub,mf,1994,3839.800048828125
cub,mf,1995,4174.89990234375
cub,m,1995,2693.60009765625
cub,f,1995,1481.4000244140625
cub,mf,1996,4215.2998046875
cub,m,1996,2734.10009765625
cub,f,1996,1481.199951171875
cub,mf,1997,4240.2001953125
cub,m,1997,2748.300048828125
cub,f,1997,1491.800048828125
cub,mf,1998,4288.2001953125
cub,m,1998,2771.89990234375
